modelo,run_id,accuracy,precision,recall,f1_score
LightGBM,da7e03c835cc4fa2baa9483bdb9d7b23,0.6295731707317073,0.5269709543568465,0.49609375,0.5110663983903421
SVM,a1224186d4b54a78869d69f496fc0507,0.6112804878048781,0.50199203187251,0.4921875,0.4970414201183432
XGBoost,5b082021b67642aab703751bae577bc4,0.6585365853658537,0.6509433962264151,0.26953125,0.3812154696132597
Arvore_Decisao,91cad47b936145b696da96a3ab2eed19,0.6417682926829268,0.6019417475728155,0.2421875,0.34540389972144847
Random_Forest,15a18e0caa534b5fbacdcec219b0a80c,0.6570121951219512,0.7012987012987013,0.2109375,0.32432432432432434
Regressao_Logistica,453d385989804a6ab88bd9c81eac3f71,0.6097560975609756,0.0,0.0,0.0
